"subject","time","response","u","true_mu","true_sigma","true_theta","true_zeta"
"13","t1",0.443047717979858,0.671134389936924,0,1,NA,NA
"13","t2",0.683434564808575,0.752833857494269,0,1,0.8,0
"13","t3",-0.0226394172257412,0.490968950738759,0,1,0.8,0
"13","t4",0.796814821274789,0.787220706999456,0,1,0.8,0
"13","t5",0.513144345772133,0.696074823406414,0,1,0.8,0
"14","t1",-0.279924016919222,0.389767900342122,0,1,NA,NA
"14","t2",-0.279695130527274,0.389855707282178,0,1,0.8,0
"14","t3",-0.403082595347777,0.34344373196671,0,1,0.8,0
"14","t4",-0.986481999757984,0.161948321990073,0,1,0.8,0
"14","t5",-1.62320996431572,0.0522722642494389,0,1,0.8,0
"15","t1",-0.477470543420001,0.316513545811176,0,1,NA,NA
"15","t2",0.0154791107992452,0.506175025167559,0,1,0.8,0
"15","t3",-0.355346404664445,0.361165047487212,0,1,0.8,0
"15","t4",0.196552717370227,0.577911212611518,0,1,0.8,0
"15","t5",0.238920266675636,0.594416294970888,0,1,0.8,0
"16","t1",-0.793489679471815,0.213746289955452,0,1,NA,NA
"16","t2",-0.544327384026129,0.293108103026279,0,1,0.8,0
"16","t3",-0.704399089751605,0.240592136353173,0,1,0.8,0
"16","t4",0.0982159728704518,0.539119600365046,0,1,0.8,0
"16","t5",0.250327068035287,0.598832787291676,0,1,0.8,0
"17","t1",2.11950089487366,0.982975920895115,0,1,NA,NA
"17","t2",1.72593034175759,0.957820027339072,0,1,0.8,0
"17","t3",1.540749007413,0.938311057830037,0,1,0.8,0
"17","t4",1.58183838736688,0.943156765397269,0,1,0.8,0
"17","t5",1.87492026846094,0.969598153389134,0,1,0.8,0
"18","t1",1.13731719704316,0.872297145891935,0,1,NA,NA
"18","t2",0.360885428193224,0.640907451406965,0,1,0.8,0
"18","t3",0.508172985503631,0.694333982862668,0,1,0.8,0
"18","t4",0.589504601826681,0.722238586975263,0,1,0.8,0
"18","t5",0.108320194741408,0.543129148110046,0,1,0.8,0
"19","t1",-0.442136946870297,0.329195054946467,0,1,NA,NA
"19","t2",-0.741238542348982,0.229274408928286,0,1,0.8,0
"19","t3",0.102640585783865,0.540875884933656,0,1,0.8,0
"19","t4",-0.00382375844585692,0.498474544803219,0,1,0.8,0
"19","t5",0.712039898289879,0.761779965110206,0,1,0.8,0
"20","t1",-1.38758919843134,0.0826310862321407,0,1,NA,NA
"20","t2",-1.89692720615945,0.0289187730870558,0,1,0.8,0
"20","t3",-0.96427528230153,0.167453964910235,0,1,0.8,0
"20","t4",-0.0705633795686076,0.471872628300436,0,1,0.8,0
"20","t5",0.096275474920045,0.538349105615367,0,1,0.8,0
"21","t1",-0.223591067586637,0.411537757376209,0,1,NA,NA
"21","t2",0.069523696553577,0.527713614417868,0,1,0.8,0
"21","t3",0.464439714842542,0.678833629136671,0,1,0.8,0
"21","t4",1.88833584600915,0.970509561027359,0,1,0.8,0
"21","t5",1.66112578141928,0.951655906230208,0,1,0.8,0
"22","t1",-1.1939454646131,0.116249650716782,0,1,NA,NA
"22","t2",-0.54434466598273,0.293102157889134,0,1,0.8,0
"22","t3",0.492076591360781,0.688667400092005,0,1,0.8,0
"22","t4",0.094082626856882,0.537478239539688,0,1,0.8,0
"22","t5",0.690942045287124,0.755199018893835,0,1,0.8,0
"23","t1",-2.77023804949999,0.00280076684430242,0,1,NA,NA
"23","t2",-1.6493503873787,0.0495379362306516,0,1,0.8,0
"23","t3",-0.234346123960692,0.407358140460878,0,1,0.8,0
"23","t4",-0.200178432556262,0.420670517058767,0,1,0.8,0
"23","t5",0.126502790835117,0.550333029985872,0,1,0.8,0
"24","t1",0.385135534062256,0.649931498803198,0,1,NA,NA
"24","t2",0.125450675219877,0.549916614035902,0,1,0.8,0
"24","t3",0.997683022030977,0.84078345573503,0,1,0.8,0
"24","t4",0.201794117912095,0.579961159908401,0,1,0.8,0
"24","t5",-0.232255227623751,0.408169892411739,0,1,0.8,0
"25","t1",1.68442410257486,0.953950132010505,0,1,NA,NA
"25","t2",1.83034416366436,0.966400754309198,0,1,0.8,0
"25","t3",1.51520345494774,0.935139555791953,0,1,0.8,0
"25","t4",1.90543379855922,0.971638147366088,0,1,0.8,0
"25","t5",1.3801698399887,0.916232821096277,0,1,0.8,0
"26","t1",-0.456211521974598,0.324118940392509,0,1,NA,NA
"26","t2",-0.0123151927387199,0.495087073111214,0,1,0.8,0
"26","t3",-0.147689210646902,0.441294023455932,0,1,0.8,0
"26","t4",-0.106443900532215,0.457615081657811,0,1,0.8,0
"26","t5",-0.630377105652837,0.264223943076739,0,1,0.8,0
"27","t1",-1.58491609322113,0.0564926997758448,0,1,NA,NA
"27","t2",-2.32933625670358,0.00992062953077451,0,1,0.8,0
"27","t3",-1.71728869892599,0.0429632179331595,0,1,0.8,0
"27","t4",-0.611096104569906,0.270567979274613,0,1,0.8,0
"27","t5",-0.489578045316457,0.312216257634574,0,1,0.8,0
"28","t1",-1.05110516788643,0.146605145419016,0,1,NA,NA
"28","t2",-0.550542671760261,0.290973608622713,0,1,0.8,0
"28","t3",0.466751078241337,0.679661009566507,0,1,0.8,0
"28","t4",0.674837132032697,0.750110376875773,0,1,0.8,0
"28","t5",0.631937212017575,0.736286046866635,0,1,0.8,0
"29","t1",0.758695701701621,0.775982695631683,0,1,NA,NA
"29","t2",0.534386130537552,0.703462793636625,0,1,0.8,0
"29","t3",-0.0319304684441126,0.487263750358827,0,1,0.8,0
"29","t4",1.44081012663458,0.925180834119238,0,1,0.8,0
"29","t5",2.34139313584435,0.990394037479898,0,1,0.8,0
"30","t1",-0.319604632845359,0.374634030973539,0,1,NA,NA
"30","t2",-0.0908111094245834,0.463821341241937,0,1,0.8,0
"30","t3",-1.41109254242202,0.0791086643339851,0,1,0.8,0
"30","t4",-1.58734001070931,0.0562178290095848,0,1,0.8,0
"30","t5",-0.901927935929117,0.183547575153294,0,1,0.8,0
"31","t1",0.846919390351107,0.801479973131791,0,1,NA,NA
"31","t2",1.6764123271156,0.953171271998904,0,1,0.8,0
"31","t3",0.977598802933813,0.835863605180715,0,1,0.8,0
"31","t4",0.373617844590697,0.645655672088687,0,1,0.8,0
"31","t5",0.178478778473921,0.570826507029336,0,1,0.8,0
"32","t1",-1.54209862937137,0.0615248139947653,0,1,NA,NA
"32","t2",-1.72884527520843,0.0419183952889379,0,1,0.8,0
"32","t3",-0.347214269039683,0.364215175884916,0,1,0.8,0
"32","t4",-0.385358684230994,0.349985844260486,0,1,0.8,0
"32","t5",0.237676036346231,0.593933814324016,0,1,0.8,0
"33","t1",-0.862764511249827,0.194133477518335,0,1,NA,NA
"33","t2",-1.49362356906728,0.0676370177870772,0,1,0.8,0
"33","t3",-0.964282562052255,0.167452140528476,0,1,0.8,0
"33","t4",-1.19067946293556,0.116889721606695,0,1,0.8,0
"33","t5",-0.59145709760983,0.277107096466477,0,1,0.8,0
"34","t1",-1.70269586844812,0.0443124992307276,0,1,NA,NA
"34","t2",-1.41448173975777,0.0786102525610328,0,1,0.8,0
"34","t3",-0.455769741013603,0.324277782699196,0,1,0.8,0
"34","t4",-0.855088547823996,0.196251064543556,0,1,0.8,0
"34","t5",-0.518592168467538,0.302022585761152,0,1,0.8,0
"35","t1",-0.16631263000164,0.433955463580787,0,1,NA,NA
"35","t2",-0.400553176451713,0.344374562567358,0,1,0.8,0
"35","t3",0.110200537170983,0.543874831865543,0,1,0.8,0
"35","t4",0.784334764013136,0.783578146992578,0,1,0.8,0
"35","t5",0.803171211023127,0.789062108587574,0,1,0.8,0
"36","t1",1.41428036269788,0.921360199805349,0,1,NA,NA
"36","t2",1.47256969980404,0.92956644997235,0,1,0.8,0
"36","t3",1.25104781903674,0.894541484207232,0,1,0.8,0
"36","t4",1.51583636834103,0.935219633281123,0,1,0.8,0
"36","t5",2.48040507646293,0.993438339966466,0,1,0.8,0
"37","t1",-1.16276225356772,0.12246298789978,0,1,NA,NA
"37","t2",-0.422612038820585,0.336289170800233,0,1,0.8,0
"37","t3",-0.25695926568038,0.3986051093563,0,1,0.8,0
"37","t4",-0.618974403142836,0.267966610806174,0,1,0.8,0
"37","t5",-0.156659151680727,0.437756740861866,0,1,0.8,0
"38","t1",-0.874211041850032,0.191001666942611,0,1,NA,NA
"38","t2",-1.6377513755007,0.0507367843138257,0,1,0.8,0
"38","t3",-0.502728070388328,0.307577735675612,0,1,0.8,0
"38","t4",-0.539766060034873,0.294679188021624,0,1,0.8,0
"38","t5",0.23589629261228,0.593243427426418,0,1,0.8,0
"39","t1",0.172119470130087,0.568328196881339,0,1,NA,NA
"39","t2",0.241977671796509,0.59560126774977,0,1,0.8,0
"39","t3",-0.0533226851268765,0.478737402896884,0,1,0.8,0
"39","t4",0.269906352070507,0.606383849880886,0,1,0.8,0
"39","t5",-0.924263699402007,0.177674518860143,0,1,0.8,0
"40","t1",-0.581497939424997,0.280452453298494,0,1,NA,NA
"40","t2",-0.577878775020875,0.281672983041746,0,1,0.8,0
"40","t3",-0.0600447967293361,0.47605997819994,0,1,0.8,0
"40","t4",-1.35432095006527,0.0878170025680239,0,1,0.8,0
"40","t5",-0.122592573651634,0.451214867725609,0,1,0.8,0
"41","t1",0.974111164355586,0.834999326616526,0,1,NA,NA
"41","t2",1.09100859435665,0.862365449546581,0,1,0.8,0
"41","t3",0.956261679287789,0.830529977421314,0,1,0.8,0
"41","t4",1.61148564582508,0.946463043328323,0,1,0.8,0
"41","t5",2.28492959080109,0.988841521691643,0,1,0.8,0
"42","t1",-1.22791999929303,0.109738500555977,0,1,NA,NA
"42","t2",-0.761004930956426,0.223327061020652,0,1,0.8,0
"42","t3",-0.22655929564982,0.410383223303134,0,1,0.8,0
"42","t4",-0.253607004431302,0.399899592381885,0,1,0.8,0
"42","t5",-0.694957411993664,0.243540995708515,0,1,0.8,0
"43","t1",1.24879064994717,0.894129172665998,0,1,NA,NA
"43","t2",1.33732410654583,0.909441567261584,0,1,0.8,0
"43","t3",0.281703818106342,0.610914686705685,0,1,0.8,0
"43","t4",0.0612615660057333,0.524424550415918,0,1,0.8,0
"43","t5",0.346777030488358,0.635620582698213,0,1,0.8,0
"44","t1",-0.394569386201522,0.346580355195329,0,1,NA,NA
"44","t2",-1.2435742119754,0.106828156066111,0,1,0.8,0
"44","t3",-1.20040802415966,0.114990457016128,0,1,0.8,0
"44","t4",-1.67716728823383,0.046754886883227,0,1,0.8,0
"44","t5",-2.09199971619529,0.0182192705429591,0,1,0.8,0
"45","t1",0.883597202849615,0.811543155228719,0,1,NA,NA
"45","t2",0.958955939891408,0.831209529051087,0,1,0.8,0
"45","t3",-0.0688546420856394,0.472552661578558,0,1,0.8,0
"45","t4",-0.144046267021293,0.442731967390665,0,1,0.8,0
"45","t5",-0.509171681728917,0.305315945322696,0,1,0.8,0
"46","t1",0.500971320309394,0.691804346395656,0,1,NA,NA
"46","t2",-0.11255750515878,0.455190688422972,0,1,0.8,0
"46","t3",-0.311993414919581,0.37752276393364,0,1,0.8,0
"46","t4",-0.875414088472552,0.190674318423504,0,1,0.8,0
"46","t5",-0.898006291345821,0.18459109769004,0,1,0.8,0
"47","t1",0.830872420957846,0.796977147459984,0,1,NA,NA
"47","t2",0.549888114995514,0.708801941756361,0,1,0.8,0
"47","t3",-0.0523705383027033,0.479116724460026,0,1,0.8,0
"47","t4",-0.941924234376044,0.173115715818964,0,1,0.8,0
"47","t5",-1.35461009660357,0.0877709074679488,0,1,0.8,0
"48","t1",-0.0761874034340759,0.469635002082214,0,1,NA,NA
"48","t2",0.314463924013361,0.623415643911076,0,1,0.8,0
"48","t3",0.0910942728628091,0.536291158341476,0,1,0.8,0
"48","t4",-0.334824354810819,0.368878793698888,0,1,0.8,0
"48","t5",0.68221400316378,0.752448179299809,0,1,0.8,0
"49","t1",-0.221795034228542,0.412236722651869,0,1,NA,NA
"49","t2",-0.710178626525356,0.238796686610898,0,1,0.8,0
"49","t3",-1.01566001592823,0.154895657300718,0,1,0.8,0
"49","t4",-1.755021486176,0.0396278163167498,0,1,0.8,0
"49","t5",-1.71522439227992,0.0431520471952283,0,1,0.8,0
"50","t1",-0.104660626359326,0.458322552964091,0,1,NA,NA
"50","t2",0.0758484505384318,0.53023016542063,0,1,0.8,0
"50","t3",0.382538810431197,0.648969126363404,0,1,0.8,0
"50","t4",0.344480335338963,0.634757458878183,0,1,0.8,0
"50","t5",0.566338727057887,0.714418230567085,0,1,0.8,0
"51","t1",-1.45706065944264,0.0725498183164746,0,1,NA,NA
"51","t2",-1.9480879986195,0.0257022172932517,0,1,0.8,0
"51","t3",-2.42576812926859,0.00763801338089778,0,1,0.8,0
"51","t4",-2.16618784640383,0.0151484177381721,0,1,0.8,0
"51","t5",-2.12323165611947,0.0168672222497918,0,1,0.8,0
"52","t1",0.755490907352257,0.775022757006809,0,1,NA,NA
"52","t2",-0.162681885411827,0.435384455161078,0,1,0.8,0
"52","t3",-0.145393368192241,0.442200150222238,0,1,0.8,0
"52","t4",-1.04465530425533,0.148091154608476,0,1,0.8,0
"52","t5",-1.02164196604123,0.153475193806313,0,1,0.8,0
"53","t1",-1.23744479428319,0.107960998779163,0,1,NA,NA
"53","t2",-1.65435536003598,0.0490276654427482,0,1,0.8,0
"53","t3",-2.05697053636581,0.0198445300504897,0,1,0.8,0
"53","t4",-1.14035669807395,0.127068862681954,0,1,0.8,0
"53","t5",-1.07539870923371,0.141098129725872,0,1,0.8,0
"54","t1",-0.268049631932254,0.394330557668582,0,1,NA,NA
"54","t2",0.0908530873129261,0.536195336570564,0,1,0.8,0
"54","t3",-0.669516863729424,0.251582913488328,0,1,0.8,0
"54","t4",-0.158791062514373,0.436916745274264,0,1,0.8,0
"54","t5",-0.262703965481723,0.396389380051895,0,1,0.8,0
"55","t1",0.111523445237347,0.544399362523109,0,1,NA,NA
"55","t2",-0.0288754367620976,0.488481968037719,0,1,0.8,0
"55","t3",0.102345278174679,0.540758691409765,0,1,0.8,0
"55","t4",0.94340567294546,0.827263278702678,0,1,0.8,0
"55","t5",1.18583446326868,0.882156160711425,0,1,0.8,0
"56","t1",-1.00196945873173,0.158179171849042,0,1,NA,NA
"56","t2",-1.1212511489714,0.131090486559565,0,1,0.8,0
"56","t3",-1.67246673231406,0.0472161613235508,0,1,0.8,0
"56","t4",-1.45387618127613,0.0729903187773519,0,1,0.8,0
"56","t5",-1.51612462058648,0.0647439219114625,0,1,0.8,0
"57","t1",-0.831107846369024,0.202956353779882,0,1,NA,NA
"57","t2",-0.894255611686135,0.185592571851913,0,1,0.8,0
"57","t3",0.147496300352309,0.558629850157476,0,1,0.8,0
"57","t4",0.24882219409648,0.598250838741443,0,1,0.8,0
"57","t5",0.465440794649591,0.679192087035914,0,1,0.8,0
"58","t1",0.286169346515867,0.612625789828598,0,1,NA,NA
"58","t2",-0.9629868266647,0.167777067102105,0,1,0.8,0
"58","t3",-1.18177222545985,0.118648045605144,0,1,0.8,0
"58","t4",-0.845341140525566,0.198960198635516,0,1,0.8,0
"58","t5",0.309081488692188,0.621370229938698,0,1,0.8,0
"59","t1",1.07615113237815,0.859070164617151,0,1,NA,NA
"59","t2",1.0923658036318,0.862663826275238,0,1,0.8,0
"59","t3",0.73118264511132,0.7676662003972,0,1,0.8,0
"59","t4",0.301138584483083,0.618345590189094,0,1,0.8,0
"59","t5",0.0997327289212914,0.539721741924927,0,1,0.8,0
"60","t1",-1.32831996756135,0.0920362130273134,0,1,NA,NA
"60","t2",-0.595400623996394,0.275787854260219,0,1,0.8,0
"60","t3",-0.00790032434203795,0.496848259377158,0,1,0.8,0
"60","t4",0.0980329186540764,0.539046923025683,0,1,0.8,0
"60","t5",0.126650962469664,0.550391670270287,0,1,0.8,0
"61","t1",0.60578452034543,0.727671074913815,0,1,NA,NA
"61","t2",0.878981020224557,0.810294216577823,0,1,0.8,0
"61","t3",2.57018898068808,0.994917847483103,0,1,0.8,0
"61","t4",3.19441483994671,0.999299426915148,0,1,0.8,0
"61","t5",2.6848017459669,0.996371357976659,0,1,0.8,0
"62","t1",-0.159586959663002,0.436603226000443,0,1,NA,NA
"62","t2",-0.081611344065038,0.467477890065017,0,1,0.8,0
"62","t3",0.411806482645743,0.659759365261744,0,1,0.8,0
"62","t4",0.610779658238447,0.729327269047669,0,1,0.8,0
"62","t5",0.645455644027392,0.740684023078231,0,1,0.8,0
"63","t1",0.798575975593152,0.787731838645414,0,1,NA,NA
"63","t2",0.600152316041882,0.72579763538311,0,1,0.8,0
"63","t3",0.12934767842134,0.551458726824832,0,1,0.8,0
"63","t4",-0.0737745796216777,0.470594877207337,0,1,0.8,0
"63","t5",-0.0155628144415432,0.493791585932454,0,1,0.8,0
"64","t1",0.434163570648016,0.667915167519823,0,1,NA,NA
"64","t2",0.00888851262584177,0.503545956804494,0,1,0.8,0
"64","t3",0.393921144694065,0.65318037061991,0,1,0.8,0
"64","t4",0.134191635247834,0.553374479903214,0,1,0.8,0
"64","t5",0.601255959942912,0.726165241240703,0,1,0.8,0
"65","t1",-1.3846059548033,0.0830864948220551,0,1,NA,NA
"65","t2",-0.117473195950282,0.453242541744812,0,1,0.8,0
"65","t3",0.152403719337989,0.560565738130388,0,1,0.8,0
"65","t4",0.130791781650645,0.552029987779892,0,1,0.8,0
"65","t5",0.315089329208302,0.623653084880161,0,1,0.8,0
"66","t1",-0.872539307876584,0.19145711697638,0,1,NA,NA
"66","t2",-0.150321654915277,0.440255424477153,0,1,0.8,0
"66","t3",-0.22165620463439,0.412290762817636,0,1,0.8,0
"66","t4",-1.27341652828542,0.101435137674612,0,1,0.8,0
"66","t5",-1.17505125742786,0.119987104806238,0,1,0.8,0
"67","t1",2.25806122167509,0.988029078580439,0,1,NA,NA
"67","t2",1.3083540928565,0.904623382118457,0,1,0.8,0
"67","t3",0.969503969842879,0.83385309976425,0,1,0.8,0
"67","t4",1.76234090941301,0.960994142060027,0,1,0.8,0
"67","t5",0.9751702080106,0.835262081290557,0,1,0.8,0
"68","t1",0.0697927268955291,0.527820681920275,0,1,NA,NA
"68","t2",-0.80113655978194,0.211526296526568,0,1,0.8,0
"68","t3",-0.0167423290321262,0.493321089100817,0,1,0.8,0
"68","t4",-1.06946262075746,0.142430631665055,0,1,0.8,0
"68","t5",-1.29629192149864,0.097437465369736,0,1,0.8,0
"69","t1",-2.03684817134045,0.020832629641518,0,1,NA,NA
"69","t2",-1.34637572219174,0.089090688237142,0,1,0.8,0
"69","t3",-2.35197898679977,0.00933691491139996,0,1,0.8,0
"69","t4",-2.30202112470874,0.0106669904502079,0,1,0.8,0
"69","t5",-2.24952951958513,0.01223941344568,0,1,0.8,0
"70","t1",1.36698373426182,0.914184798020869,0,1,NA,NA
"70","t2",0.700798569430338,0.758285634514157,0,1,0.8,0
"70","t3",0.765229395004958,0.77793252064489,0,1,0.8,0
"70","t4",0.865060810410795,0.806497293502587,0,1,0.8,0
"70","t5",0.540863006957713,0.70569899475278,0,1,0.8,0
"71","t1",0.423856982229966,0.664164940826595,0,1,NA,NA
"71","t2",1.42246586983592,0.922554473616579,0,1,0.8,0
"71","t3",0.859322604301654,0.804918721754141,0,1,0.8,0
"71","t4",-0.556318288011772,0.288996643672025,0,1,0.8,0
"71","t5",-0.808371889044689,0.209438264755177,0,1,0.8,0
"72","t1",-1.01854809099352,0.154208779335022,0,1,NA,NA
"72","t2",0.04362248450297,0.517397335643148,0,1,0.8,0
"72","t3",0.366074841954823,0.642845385149071,0,1,0.8,0
"72","t4",0.673373652299873,0.749645196778838,0,1,0.8,0
"72","t5",1.08391447989376,0.860798640583126,0,1,0.8,0
"73","t1",0.747287928519945,0.772555111208931,0,1,NA,NA
"73","t2",1.61036375583878,0.946340765909944,0,1,0.8,0
"73","t3",1.7287540513004,0.958073438505693,0,1,0.8,0
"73","t4",0.814456273644406,0.792308193916564,0,1,0.8,0
"73","t5",0.48632556823247,0.686631823035382,0,1,0.8,0
"74","t1",-0.633975996248787,0.263048243708909,0,1,NA,NA
"74","t2",-1.12033079018327,0.131286412916403,0,1,0.8,0
"74","t3",-0.577912121812016,0.281661725464418,0,1,0.8,0
"74","t4",1.02461133993835,0.847226694167957,0,1,0.8,0
"74","t5",0.529820083817811,0.701881660498737,0,1,0.8,0
"75","t1",1.01498478104891,0.844943458912894,0,1,NA,NA
"75","t2",0.844593267417743,0.800831015324832,0,1,0.8,0
"75","t3",1.7822267416871,0.962643868195485,0,1,0.8,0
"75","t4",1.59398727644063,0.944530557636847,0,1,0.8,0
"75","t5",1.835862115996,0.96681097406939,0,1,0.8,0
"76","t1",0.090624728329386,0.536104608792812,0,1,NA,NA
"76","t2",0.840952429619443,0.799812707668198,0,1,0.8,0
"76","t3",-0.662766451133859,0.253740071640287,0,1,0.8,0
"76","t4",-0.242122845018693,0.404342488497781,0,1,0.8,0
"76","t5",-1.35327115931743,0.0879845096719227,0,1,0.8,0
"77","t1",0.762328444480014,0.777067999355495,0,1,NA,NA
"77","t2",0.639920197547692,0.738887758878884,0,1,0.8,0
"77","t3",0.461603670203227,0.67781721893607,0,1,0.8,0
"77","t4",0.571882813705227,0.716299315979383,0,1,0.8,0
"77","t5",0.151017029706648,0.560018858898625,0,1,0.8,0
"78","t1",1.25238993302757,0.894786093616858,0,1,NA,NA
"78","t2",0.296149606368437,0.616442084136615,0,1,0.8,0
"78","t3",0.760937348556787,0.77665275537684,0,1,0.8,0
"78","t4",0.132919274095094,0.552871388183154,0,1,0.8,0
"78","t5",-0.0941026153564499,0.462513821424428,0,1,0.8,0
"79","t1",0.977973798213397,0.835956358350813,0,1,NA,NA
"79","t2",-0.654060490286313,0.25653641738744,0,1,0.8,0
"79","t3",0.116402547970563,0.546333241932807,0,1,0.8,0
"79","t4",0.300439090001199,0.618078874730667,0,1,0.8,0
"79","t5",0.777340344944291,0.781521000996992,0,1,0.8,0
"80","t1",-0.124007492051729,0.450654671527445,0,1,NA,NA
"80","t2",-0.257417491124471,0.398428250883038,0,1,0.8,0
"80","t3",-0.561093966406018,0.287366740546628,0,1,0.8,0
"80","t4",-0.112621751102995,0.455165219936808,0,1,0.8,0
"80","t5",0.0350169434976473,0.513966884899432,0,1,0.8,0
"81","t1",-0.183640008645944,0.427147937240079,0,1,NA,NA
"81","t2",-0.276180413290728,0.391204750166649,0,1,0.8,0
"81","t3",0.34055418712184,0.633280388413194,0,1,0.8,0
"81","t4",0.190169301882122,0.575411767155951,0,1,0.8,0
"81","t5",1.21046725653044,0.886950176125173,0,1,0.8,0
"82","t1",0.860516933417975,0.805247923359275,0,1,NA,NA
"82","t2",0.819639037894613,0.793789043864093,0,1,0.8,0
"82","t3",0.852718547512375,0.803092298600719,0,1,0.8,0
"82","t4",1.09868600779035,0.864047476096866,0,1,0.8,0
"82","t5",0.659907141963674,0.745343289632936,0,1,0.8,0
"83","t1",-0.0741672966817019,0.470438633812591,0,1,NA,NA
"83","t2",0.669326771682135,0.748356473650858,0,1,0.8,0
"83","t3",0.282750990558998,0.611316137182115,0,1,0.8,0
"83","t4",-0.182508679320981,0.427591771818378,0,1,0.8,0
"83","t5",0.638682866013678,0.738485369366472,0,1,0.8,0
"84","t1",-1.25412404392538,0.104898461140692,0,1,NA,NA
"84","t2",-0.529526709961254,0.298220060348247,0,1,0.8,0
"84","t3",-0.864738508302293,0.193591164251772,0,1,0.8,0
"84","t4",-0.995173589796385,0.159825922155815,0,1,0.8,0
"84","t5",-1.59245425922319,0.0556413364511898,0,1,0.8,0
"85","t1",-0.2524417860295,0.400349802570418,0,1,NA,NA
"85","t2",-0.101578533611341,0.459545609497953,0,1,0.8,0
"85","t3",0.1077774663986,0.542913891019223,0,1,0.8,0
"85","t4",0.39548555821112,0.653757711167463,0,1,0.8,0
"85","t5",0.709878808728337,0.761110353693193,0,1,0.8,0
"86","t1",-0.494892126407642,0.310338134411722,0,1,NA,NA
